username,nom,categorie,biographie,instagram_followers,instagram_following,instagram_posts,tiktok_followers,tiktok_following,tiktok_likes,youtube_subscribers,youtube_views,twitter_followers,score_influence,url_profil,photo_url,source,date_collecte,youtube_videos,niveau
marwa.benali.712,Marwa.benali.712,Food,Gourmandises by Marwa Pâtissière certifiée 🍰🥧🍪🍩🎂🎂 📍France 🇫🇷 Tours 📍Tunisie 🇹🇳 Nabeul 📷 Food photographie ▫️Passionnée de vaisselle Partenariat: En DM,161900,2300,784,0,0,0,0,0,0,32,https://www.influenceurs.tn/influencer/show/marwa.benali.712,https://www.influenceurs.tn/uploads/marwa.benali.712.jpg,influenceurs.tn,2026-03-17 16:37:27,,Nano
nada_mezni_hafaiedh,Nada mezni hafaiedh,Lifestyle,"Nada Mezni Hafaiedh💫ندى ""Never give up"" F I L M M A K E R ©LEYTH PRODUCTION « I am not here to fit into ur world, i’m here to create my OWN! »O.W",227300,994,135,805,0,0,0,0,0,32,https://www.influenceurs.tn/influencer/show/nada_mezni_hafaiedh,https://www.influenceurs.tn/uploads/nada_mezni_hafaiedh.jpg,influenceurs.tn,2026-03-17 16:25:37,,Nano
cuisine__imen,Cuisine  imen,Food,Imen Gharbi #إيمان_زهرة_المطبخ_التونسي ▪️Tunisienne 🇹🇳 📍🇨🇵 ▪️📧 imengharbi.brk@gmail.com ▪️Facebook 723 K ▪️YouTube 380 K ⬇️,148800,605,352,123,0,0,0,0,0,32,https://www.influenceurs.tn/influencer/show/cuisine__imen,https://www.influenceurs.tn/uploads/cuisine__imen.jpg,influenceurs.tn,2026-03-17 16:37:50,,Nano
cherifouali,Cherifouali,Photographer,"@cherifouali_weddings "" When photography is not all about just taking photos, but telling a story. "" Whatsapp : +216 20802314 📍Tunisia 🇹🇳",138800,3200,442,24100,0,0,0,0,0,32,https://www.influenceurs.tn/influencer/show/cherifouali,https://www.influenceurs.tn/uploads/cherifouali.jpg,influenceurs.tn,2026-03-17 16:37:14,,Nano
mouraderouge,Mouraderouge,Video Blogger,Labidi Mourad Comédie 📧 mourad_labidi@hotmail.com,413200,1300,397,13200,0,0,0,0,0,32,https://www.influenceurs.tn/influencer/show/mouraderouge,https://www.influenceurs.tn/uploads/mouraderouge.jpg,influenceurs.tn,2026-03-17 16:09:04,,Nano
djtora_official,Djtora official,Singer,DjTora Artiste Owner & Founder of @next.dxb.music.fest Dj & Producer / Booking at : Tora.managers@gmail.com,306200,190,452,2100,0,0,0,0,0,32,https://www.influenceurs.tn/influencer/show/djtora_official,https://www.influenceurs.tn/uploads/djtora_official.jpg,influenceurs.tn,2026-03-17 16:21:24,,Nano
ichraqqamar,Ichraqqamar,Singer,Ichrak Kamar - إشراق قمر Artiste Tunisian Artist Star Academy season 10 Contact : info.ichraqqamar@gmail.com 🇹🇳📍🇧🇭 Profil Facebook,343300,463,161,13700,0,0,0,0,0,32,https://www.influenceurs.tn/influencer/show/ichraqqamar,https://www.influenceurs.tn/uploads/ichraqqamar.jpg,influenceurs.tn,2026-03-17 16:19:50,,Nano
hanayaich,Hanayaich,Food,🎀HANA CUISINE🎀 Création digitale 🇹🇳🇨🇦 💌 contact@hana-cuisine.com,272600,3200,465,1000,0,0,0,0,0,32,https://www.influenceurs.tn/influencer/show/hanayaich,https://www.influenceurs.tn/uploads/hanayaich.jpg,influenceurs.tn,2026-03-17 16:21:50,,Nano
hachemgaddouch,Hachemgaddouch,Video Blogger,Hachem Gaddouch 🍭 🇹🇳📍Paris 🇫🇷,305000,766,405,38600,0,0,0,0,0,32,https://www.influenceurs.tn/influencer/show/hachemgaddouch,https://www.influenceurs.tn/uploads/hachemgaddouch.jpg,influenceurs.tn,2026-03-17 16:19:57,,Nano
hassendosss,Hassendosss,Singer,,105500,136,717,0,0,0,0,0,0,32,https://www.influenceurs.tn/influencer/show/hassendosss,https://www.influenceurs.tn/uploads/hassendosss.jpg,influenceurs.tn,2026-03-17 16:47:34,,Nano
nour_guiga,Nour guiga,Modeling,,124800,1200,813,0,0,0,0,0,0,32,https://www.influenceurs.tn/influencer/show/nour_guiga,https://www.influenceurs.tn/uploads/nour_guiga.jpg,influenceurs.tn,2026-03-17 16:37:08,,Nano
horcujet,Horcujet,Video Blogger,"Création de vidéos 🚀 @solfennex FTW 🚀 Business : horcujet@talk-influence.top Youtuber , content creator , Nft 🖼 & Crypto 💰 investor and promoter ⬆️ youtube.com/horcujet",348000,1500,186,19,0,0,0,0,0,32,https://www.influenceurs.tn/influencer/show/horcujet,https://www.influenceurs.tn/uploads/horcujet.jpg,influenceurs.tn,2026-03-17 16:19:52,,Nano
steevy_aymen,Steevy aymen,Makeup Artist,Steevy 💋 Make Up & Hair Artist Artiste Tunisian Make up artist & (Film set and bride ) Mail : aysteevy@gmail.com Tel : +(216) 22 804 027 steevyaymen.com,341600,995,424,11,0,0,0,0,0,32,https://www.influenceurs.tn/influencer/show/steevy_aymen,https://www.influenceurs.tn/uploads/steevy_aymen.jpg,influenceurs.tn,2026-03-17 16:20:07,,Nano
jebaliaziz,Jebaliaziz,Actors,Aziz Jebali Artiste Suivez mes actualités sur le lien 👇 linktr.ee/azizjebali,419900,409,492,2,0,0,0,0,0,32,https://www.influenceurs.tn/influencer/show/jebaliaziz,https://www.influenceurs.tn/uploads/jebaliaziz.jpg,influenceurs.tn,2026-03-17 16:09:10,,Nano
wajdi.lakhal,Wajdi.lakhal,Singer,"Singer,Writer,Composer & Music Producer",98700,1000,232,3100,0,0,0,0,0,32,https://www.influenceurs.tn/influencer/show/wajdi.lakhal,https://www.influenceurs.tn/uploads/wajdi.lakhal.jpg,influenceurs.tn,2026-03-17 16:44:54,,Nano
rimbougamra,Rimbougamra,TV Host,Rim bougamra ريم بوقمرة Senior News Anchor @alarabiya,290400,409,400,734,0,0,0,0,0,32,https://www.influenceurs.tn/influencer/show/rimbougamra,https://www.influenceurs.tn/uploads/rimbougamra.jpg,influenceurs.tn,2026-03-17 16:21:37,,Nano
rahma_mdallaa,Rahma mdallaa,Lifestyle,𝑅𝒶𝒽𝓂𝒶 👸🏻 Création digitale 💌mdallarahma23@gmail.com LIFESTYLE | FASHION | BEAUTY,383900,7400,254,7800,0,0,0,0,0,32,https://www.influenceurs.tn/influencer/show/rahma_mdallaa,https://www.influenceurs.tn/uploads/rahma_mdallaa.jpg,influenceurs.tn,2026-03-17 16:16:44,,Nano
iheb_msekni_10,Iheb msekni 10,Sport,IHEB MSEKNI 🇹🇳,155000,244,108,1,0,0,0,0,0,32,https://www.influenceurs.tn/influencer/show/iheb_msekni_10,https://www.influenceurs.tn/uploads/iheb_msekni_10.jpg,influenceurs.tn,2026-03-17 16:33:48,,Nano
kalthoumhandous,Kalthoumhandous,TV Host,Tunisian 🇹🇳 Contact 📩 handouskalthoum@gmail.com,224200,51,915,0,0,0,0,0,0,32,https://www.influenceurs.tn/influencer/show/kalthoumhandous,https://www.influenceurs.tn/uploads/kalthoumhandous.jpg,influenceurs.tn,2026-03-17 16:27:50,,Nano
olfa_hammouda,Olfa hammouda,Makeup Artist,Numéro de téléphone : 22872342 / 71 231 800,51900,1800,1200,0,0,0,0,0,0,31,https://www.influenceurs.tn/influencer/show/olfa_hammouda,https://www.influenceurs.tn/uploads/olfa_hammouda.jpg,influenceurs.tn,2026-03-17 16:55:27,,Nano
chekra_rammeh,Chekra rammeh,Actors,Tunisian Actress,83400,496,573,442,0,0,0,0,0,31,https://www.influenceurs.tn/influencer/show/chekra_rammeh,https://www.influenceurs.tn/uploads/chekra_rammeh.jpg,influenceurs.tn,2026-03-17 16:51:06,,Nano
mariam_al_ferjani,Mariam al ferjani,Actors,تونس - Milano 🇮🇹 🇹🇳 Actress Director Scriptwriter Represented by @nevernameartistsagency,79800,1700,1600,0,0,0,0,0,0,31,https://www.influenceurs.tn/influencer/show/mariam_al_ferjani,https://www.influenceurs.tn/uploads/mariam_al_ferjani.jpg,influenceurs.tn,2026-03-17 16:49:03,,Nano
dalinsomnia,Dalinsomnia,Travel,📍MTL 🍁Traveler • Wanderlust • Chef @hotelwilliamgray 🇨🇦🇺🇸🇬🇧🇦🇪🇹🇷🇨🇭🇪🇸🇳🇱🇲🇦🇯🇵🇮🇹🇩🇪🇫🇷🇨🇿🇩🇰🇲🇨🇻🇦🇧🇪🇦🇹 🇶🇦 🇹🇭 🇮🇩 🇲🇻 🇹🇿 🇹🇳👣👣👣,38600,997,1800,0,0,0,0,0,0,31,https://www.influenceurs.tn/influencer/show/dalinsomnia,https://www.influenceurs.tn/uploads/dalinsomnia.jpg,influenceurs.tn,2026-03-17 16:59:40,,Nano
sbyalma,Sbyalma,Fashion,📍Paris 🇫🇷 Fashion blogger 👗 Food lover🍔 Makeup addict 💄 Turtle fan 🐢,40300,1600,1200,0,0,0,0,0,0,31,https://www.influenceurs.tn/influencer/show/sbyalma,https://www.influenceurs.tn/uploads/sbyalma.jpg,influenceurs.tn,2026-03-17 16:59:31,,Nano
ankh_nh,Ankh nh,Lifestyle,📍Dubai 🦸🏻‍♀️Wake Up. Work Hard. Look Hot. Kick Ass💥 🌱Veggie 🌱 @road_to_my_first_marathon,47100,1800,1600,0,0,0,0,0,0,31,https://www.influenceurs.tn/influencer/show/ankh_nh,https://www.influenceurs.tn/uploads/ankh_nh.jpg,influenceurs.tn,2026-03-17 16:57:31,,Nano
litayem_zied,Litayem zied,Actors,,12900,1100,1200,0,0,0,0,0,0,31,https://www.influenceurs.tn/influencer/show/litayem_zied,https://www.influenceurs.tn/uploads/litayem_zied.jpg,influenceurs.tn,2026-03-17 17:07:30,,Nano
tunisianyogini,Tunisianyogini,Sport,"📍Sri Lanka Helping women realign mind body & soul through astrology, yoga and mentorship Founder @ishani.shop @ifritribe Community|Events|Retreats",20100,3100,1100,0,0,0,0,0,0,31,https://www.influenceurs.tn/influencer/show/tunisianyogini,https://www.influenceurs.tn/uploads/tunisianyogini.jpg,influenceurs.tn,2026-03-17 17:04:36,,Nano
norchene1,Norchene1,Modeling,"Geologist specialist in Energy, Georesources & Environment Certified Personal Trainer | Fitness Nutrition Coach Certified Pilates Reformer Instructor",42500,1400,795,89,0,0,0,0,0,31,https://www.influenceurs.tn/influencer/show/norchene1,https://www.influenceurs.tn/uploads/norchene1.jpg,influenceurs.tn,2026-03-17 16:58:27,,Nano
salma_jardak,Salma jardak,Modeling,⚜️ Organisatrice d’événements 👩🏻‍💻 CEO TANIT EVENTS 👩🏻‍🔬 Ex- Assistante médicale en oncologie 📧 tanitevents@yahoo.com,94100,2700,904,345,0,0,0,0,0,31,https://www.influenceurs.tn/influencer/show/salma_jardak,https://www.influenceurs.tn/uploads/salma_jardak.jpg,influenceurs.tn,2026-03-17 16:46:52,,Nano
hitunis,Hitunis,Singer,,14700,2900,1700,0,0,0,0,0,0,31,https://www.influenceurs.tn/influencer/show/hitunis,https://www.influenceurs.tn/uploads/hitunis.jpg,influenceurs.tn,2026-03-17 17:05:17,,Nano
drfaresbelhassen,Drfaresbelhassen,Doctor,"«𝑳𝒂 𝒃𝒆𝒂𝒖𝒕𝒆́ 𝒏𝒆 𝒓𝒆́𝒔𝒊𝒅𝒆 𝒑𝒂𝒔 𝒅𝒂𝒏𝒔 𝒍𝒂 𝒑𝒆𝒓𝒇𝒆𝒄𝒕𝒊𝒐𝒏, 𝒎𝒂𝒊𝒔 𝒅𝒂𝒏𝒔 𝒍'𝒉𝒂𝒓𝒎𝒐𝒏𝒊𝒆. 𝑱𝒆 𝒄𝒓𝒆́𝒆́ 𝒄𝒆𝒕𝒕𝒆 𝒉𝒂𝒓𝒎𝒐𝒏𝒊𝒆 » 📍𝑵𝑰𝑪𝑬 - 𝑪𝑨𝑵𝑵𝑬𝑺",46400,2500,632,7800,0,0,0,0,0,31,https://www.influenceurs.tn/influencer/show/drfaresbelhassen,https://www.influenceurs.tn/uploads/drfaresbelhassen.jpg,influenceurs.tn,2026-03-17 16:54:43,,Nano
jessnarjess,Jessnarjess,Fashion,Founder and creative director of @vintage__diet Link to shop :,73900,4300,3900,0,0,0,0,0,0,31,https://www.influenceurs.tn/influencer/show/jessnarjess,https://www.influenceurs.tn/uploads/jessnarjess.jpg,influenceurs.tn,2026-03-17 16:49:24,,Nano
jnaynaa,Jnaynaa,Lifestyle,"Content Creator 🤍 Lifestyle, décoration et ma vie de maman ❤️ Family and Mum Style ❤️ Enjoying Life With my Family ❤️❤️❤️ 📧 janet.lahiani@gmail.com",83800,5200,2000,0,0,0,0,0,0,31,https://www.influenceurs.tn/influencer/show/jnaynaa,https://www.influenceurs.tn/uploads/jnaynaa.jpg,influenceurs.tn,2026-03-17 16:48:50,,Nano
nejibbelhassen,Nejibbelhassen,Actors,Tunisian actor 🇹🇳 / French “Corsican” grandma 🇫🇷 binational Speaking🇪🇸🏴󠁧󠁢󠁥󠁮󠁧󠁿🇪🇬 (Nice French Riviera),69300,967,530,29400,0,0,0,0,0,31,https://www.influenceurs.tn/influencer/show/nejibbelhassen,https://www.influenceurs.tn/uploads/nejibbelhassen.jpg,influenceurs.tn,2026-03-17 16:47:59,,Nano
sonytta,Sonytta,Food,Consultante Com.#slowlifestyle 🎋🌍#mindset#mediterraneanstyle CEO Lemon Turquoise Event / @monsapo.co Ambassador 📧 designbylemonturquoise@gmail.com,98700,7400,2700,0,0,0,0,0,0,31,https://www.influenceurs.tn/influencer/show/sonytta,https://www.influenceurs.tn/uploads/sonytta.jpg,influenceurs.tn,2026-03-17 16:45:01,,Nano
amin_hajri,Amin hajri,Fashion,~The past at the same time as the future~ Designed in Tunis with love By @amin_hajri_pvt 📩 hajriamin@gmail.com 📱+216 50 78 04 35,36200,1400,1300,0,0,0,0,0,0,31,https://www.influenceurs.tn/influencer/show/amin_hajri,https://www.influenceurs.tn/uploads/amin_hajri.jpg,influenceurs.tn,2026-03-17 16:59:53,,Nano
afefgharbi,Afefgharbi,TV Host,Présentateur télé 🇹🇳 Journalist | Tv and radio Presenter Pour collaboration contactez @ag__com,412,7300,1200,105,0,0,0,0,0,30,https://www.influenceurs.tn/influencer/show/afefgharbi,https://www.influenceurs.tn/uploads/afefgharbi.jpg,influenceurs.tn,2026-03-17 17:12:53,,Nano
sawsen_gmati,Sawsen gmati,Makeup Artist,꧁𓊈S͙A͙W͙S͙E͙N͙ G͙M͙A͙T͙I͙𓊉꧂ Création digitale 𝓜𝓪𝓴𝓮𝓾𝓹 𝓐𝓻𝓽𝓲𝓼𝓽 & 𝓑𝓮𝓪𝓾𝓽𝔂 𝓑𝓵𝓸𝓰𝓰𝓮𝓻 Glam studio Ain zaghouan nord la Marsa +216 29403190,450,1900,1300,21,0,0,0,0,0,30,https://www.influenceurs.tn/influencer/show/sawsen_gmati,https://www.influenceurs.tn/uploads/sawsen_gmati.jpg,influenceurs.tn,2026-03-17 17:12:59,,Nano
manelabdelkoui,Manelabdelkoui,Actors,"Manel Abdelkoui Artiste Doctorante Prof de théâtre, Actrice ( théâtre, télé et cinéma) et animatrice télé Tunisienne Chercheuse en anthropologie et en sciences culturelles",199,282,1300,106,0,0,0,0,0,30,https://www.influenceurs.tn/influencer/show/manelabdelkoui,https://www.influenceurs.tn/uploads/manelabdelkoui.jpg,influenceurs.tn,2026-03-17 17:13:18,,Nano
awesmessaoudi,Awesmessaoudi,Actors,Artiste Actor and creator writer ✌️@awescomedyclub dispo sur @artify.tn,215,1800,1900,99,0,0,0,0,0,30,https://www.influenceurs.tn/influencer/show/awesmessaoudi,https://www.influenceurs.tn/uploads/awesmessaoudi.jpg,influenceurs.tn,2026-03-17 17:13:12,,Nano
cuisine_a_deux,Cuisine a deux,Food,cuisine_a_deux🎀Manel & Ahlem🎀 Cuisine ▪️deux tunisiennes 🇹🇳 📍Paris 🇫🇷📍Maroc 🇲🇦 ▪️food lover🥞🍔🍕🌯 ▪️love cooking and photographie 📸 📩 cuisine.a.deuxam@gmail.com,281,958,1200,334,0,0,0,0,0,30,https://www.influenceurs.tn/influencer/show/cuisine_a_deux,https://www.influenceurs.tn/uploads/cuisine_a_deux.jpg,influenceurs.tn,2026-03-17 17:12:50,,Nano
mayssakasbi,Mayssakasbi,Lifestyle,Big sister energy 🥰 Tunisian-born living in 📍Montréal | Beauty & Lifestyle @veri5media Email for collabs : mayssa@veri5media.com,187,180,2600,13,0,0,0,0,0,30,https://www.influenceurs.tn/influencer/show/mayssakasbi,https://www.influenceurs.tn/uploads/mayssakasbi.jpg,influenceurs.tn,2026-03-17 17:17:12,,Nano
teyssir_ksouri,Teyssir ksouri,Food,"Teyssir Ksouri Chef(fe) Chef & Restaurateur, Créateur de contenu Tunis, Dubaï, Abudhabi 🇹🇳 🇦🇪 Présentateur de TV Show",244,4000,2700,39,0,0,0,0,0,30,https://www.influenceurs.tn/influencer/show/teyssir_ksouri,https://www.influenceurs.tn/uploads/teyssir_ksouri.jpg,influenceurs.tn,2026-03-17 17:13:37,,Nano
cuisineolfa,Cuisineolfa,Food,Chef(fe) adresse de contact professionnel contact.cuisine.olfa@gmail.com اللهم اكفني بحلالك عن حرامك واغنني بفضلك عمن سواك,208,463,1300,431,0,0,0,0,0,30,https://www.influenceurs.tn/influencer/show/cuisineolfa,https://www.influenceurs.tn/uploads/cuisineolfa.jpg,influenceurs.tn,2026-03-17 17:12:44,,Nano
olfakaabi,Olfakaabi,Lifestyle,"Olfa Kaabi Entrepreneuriat Beauty, lifestyle and sometimes a little fashion content Founder @kainacosmetics 💌 olfakaabi@outlook.com",204,1100,1700,10,0,0,0,0,0,30,https://www.influenceurs.tn/influencer/show/olfakaabi,https://www.influenceurs.tn/uploads/olfakaabi.jpg,influenceurs.tn,2026-03-17 17:16:59,,Nano
sanfara,Sanfara,,,0,0,0,0,0,0,1800000,220000000,0,29,https://youtube.com/@sanfara,,youtube_demo,2026-03-18 22:29:15,390.0,Nano
zaza_show,Zaza Show,,,0,0,0,0,0,0,1200000,180000000,0,29,https://youtube.com/@zaza_show,,youtube_demo,2026-03-18 22:29:15,320.0,Nano
ferjanisassioff,Ferjanisassioff,Sport,,974600,266,73,0,0,0,0,0,0,28,https://www.influenceurs.tn/influencer/show/ferjanisassioff,https://www.influenceurs.tn/uploads/ferjanisassioff.jpg,influenceurs.tn,2026-03-17 15:50:11,,Nano
thisizbalti,Thisizbalti,Rap,#Saber out now! bit.ly/41x2oTp,533100,3300,11,0,0,0,0,0,0,28,https://www.influenceurs.tn/influencer/show/thisizbalti,https://www.influenceurs.tn/uploads/thisizbalti.jpg,influenceurs.tn,2026-03-17 16:07:35,,Nano
rami_jeridi_officiel_,Rami jeridi officiel,Sport,Rami Jeridi 📌fc Lubumbashi sport Goalkeeper ⚽️🧤 📌international from Tunisia 🇹🇳 📌goalkeeper Coach 🌍 📌Your follower is not always your fan 🎯 📍Lubumbashi Congo 🇨🇩,131000,617,284,0,0,0,0,0,0,27,https://www.influenceurs.tn/influencer/show/rami_jeridi_officiel_,https://www.influenceurs.tn/uploads/rami_jeridi_officiel_.jpg,influenceurs.tn,2026-03-17 16:36:41,,Nano
rayenyoussefofc,Rayenyoussefofc,Singer,Rayen Youssef | ريان يوسف ✨📀✨,164400,1200,1,235,0,0,0,0,0,27,https://www.influenceurs.tn/influencer/show/rayenyoussefofc,https://www.influenceurs.tn/uploads/rayenyoussefofc.jpg,influenceurs.tn,2026-03-17 16:30:13,,Nano
soniadahmani,Soniadahmani,TV Host,Sonia Dahmani Personnalité publique Regardez ce magnifique film 👇 www.festivalnikon.fr/video/2021/127,343100,1200,403,0,0,0,0,0,0,27,https://www.influenceurs.tn/influencer/show/soniadahmani,https://www.influenceurs.tn/uploads/soniadahmani.jpg,influenceurs.tn,2026-03-17 16:20:00,,Nano
nour_gn,Nour gn,Lifestyle,Avid reader 📖 Fitness Fanatic 🏋️‍♂️ 📍🇶🇦 ACE certified personal trainer ⭐️ BodyCombat LM Instructor 🥊 DM for online training 📝,110200,1700,435,0,0,0,0,0,0,27,https://www.influenceurs.tn/influencer/show/nour_gn,https://www.influenceurs.tn/uploads/nour_gn.jpg,influenceurs.tn,2026-03-17 16:44:15,,Nano
ymeriah,Ymeriah,Sport,Y meriah Professional football player at @esperance_sportive_detunis ❤️💛. Tunisian international 🇹🇳🦅,166300,1,47,45,0,0,0,0,0,27,https://www.influenceurs.tn/influencer/show/ymeriah,https://www.influenceurs.tn/uploads/ymeriah.jpg,influenceurs.tn,2026-03-17 16:29:52,,Nano
salma.btk,Salma.btk,Lifestyle,extremely RARE,88200,2000,27,22300,0,0,0,0,0,27,https://www.influenceurs.tn/influencer/show/salma.btk,https://www.influenceurs.tn/uploads/salma.btk.jpg,influenceurs.tn,2026-03-17 16:42:27,,Nano
tunisianofficiel,Tunisianofficiel,Singer,TikTok : tunisianofficiel ⬇️ENSEMBLE FT AKETO,106500,283,28,7600,0,0,0,0,0,27,https://www.influenceurs.tn/influencer/show/tunisianofficiel,https://www.influenceurs.tn/uploads/tunisianofficiel.jpg,influenceurs.tn,2026-03-17 16:43:42,,Nano
yasminenajar,Yasminenajar,Lifestyle,🌸Yasmine 🌸 Law student ⚖️🎓👩🏼‍⚖️ « le meilleur moyen de tenir sa parole est de ne jamais la donner »,109500,1100,157,0,0,0,0,0,0,27,https://www.influenceurs.tn/influencer/show/yasminenajar,https://www.influenceurs.tn/uploads/yasminenajar.jpg,influenceurs.tn,2026-03-17 16:44:22,,Nano
raed.fadaa.officiel,Raed.fadaa.officiel,Sport,Raed Fadaa | رائد الفادع Athlète Pro Football Player @estofficiel 💻 Digital Security By : @choukou_chilavert youtu.be/8qrAhf8Xa0Q,415400,1600,103,0,0,0,0,0,0,27,https://www.influenceurs.tn/influencer/show/raed.fadaa.officiel,https://www.influenceurs.tn/uploads/raed.fadaa.officiel.jpg,influenceurs.tn,2026-03-17 16:09:22,,Nano
raouajemli,Raouajemli,Modeling,Raoua Jemli 👁 💍 🔒❤️ Mum of baby #Ilyan 🍼 - 𝗣𝗿𝗼𝗳𝗲𝘀𝘀𝗲𝘂𝗿 𝗗𝗲 𝗙𝗿𝗮𝗻𝗰𝗮𝗶𝘀 🧑‍🏫 - 𝗠𝗶𝘀𝘀 𝗠𝗲́𝗱𝗶𝘁𝗲𝗿𝗿𝗮𝗻𝗲́𝗲 𝗧𝘂𝗻𝗶𝘀𝗶𝗲 🇨🇾,121100,746,140,0,0,0,0,0,0,27,https://www.influenceurs.tn/influencer/show/raouajemli,https://www.influenceurs.tn/uploads/raouajemli.jpg,influenceurs.tn,2026-03-17 16:39:47,,Nano
med_ali_tounsi,Med ali tounsi,Humor,"𝑀𝑂𝐻𝐴𝑀𝐸𝐷 𝐴𝐿𝐼 𝑇𝑂𝑈𝑁𝑆𝐼 Acteur(ice) ☝🏼🌍 𝐀𝐜𝐭𝐞𝐮𝐫, 𝐜𝐨𝐦𝐞𝐝𝐢𝐞𝐧",359200,269,412,0,0,0,0,0,0,27,https://www.influenceurs.tn/influencer/show/med_ali_tounsi,https://www.influenceurs.tn/uploads/med_ali_tounsi.jpg,influenceurs.tn,2026-03-17 16:14:48,,Nano
50mejri,50mejri,Sport,Salah Mejri Official account of Salah Mejri .Tunisian National Team. #TheMej #50 . Twitter : @50Mejri,131100,1000,320,0,0,0,0,0,0,27,https://www.influenceurs.tn/influencer/show/50mejri,https://www.influenceurs.tn/uploads/50mejri.jpg,influenceurs.tn,2026-03-17 16:39:09,,Nano
azerzaouali,Azerzaouali,Actors,Acteur,184200,1100,315,0,0,0,0,0,0,27,https://www.influenceurs.tn/influencer/show/azerzaouali,https://www.influenceurs.tn/uploads/azerzaouali.jpg,influenceurs.tn,2026-03-17 16:28:58,,Nano
diwasweetness,Diwasweetness,Food,Donia Ouachani From jerba 🇹🇳 lives in Munich 🇩🇪 •340k Food YouTuber •Content creator 🎥 •Food blogger 🍕🍔 •Dog lover 🐕❤ • 📧: business.diwasweetness@gmail.com,111600,692,179,0,0,0,0,0,0,27,https://www.influenceurs.tn/influencer/show/diwasweetness,https://www.influenceurs.tn/uploads/diwasweetness.jpg,influenceurs.tn,2026-03-17 16:43:53,,Nano
areej_ay,Areej ay,Lifestyle,☀️ ♉️ 📧: areej@tawa.digital,143500,412,190,0,0,0,0,0,0,27,https://www.influenceurs.tn/influencer/show/areej_ay,https://www.influenceurs.tn/uploads/areej_ay.jpg,influenceurs.tn,2026-03-17 16:34:18,,Nano
lina_ben_ali_officiel,Lina ben ali officiel,Singer,Tunisian Artist 📍 Musician /Producer🎤 🔜 Lawyer To Be Curvy Model 🫶🏻 Singer @linabenali_cover_band 🎶 Booking & Collab 📩 lbaprocontact@gmail.com,99100,5200,52,26500,0,0,0,0,0,27,https://www.influenceurs.tn/influencer/show/lina_ben_ali_officiel,https://www.influenceurs.tn/uploads/lina_ben_ali_officiel.jpg,influenceurs.tn,2026-03-17 16:37:05,,Nano
lamine_belkhodja,Lamine belkhodja,Actors,𝕷𝖆𝖒𝖎𝖓𝖊 𝕭𝖊𝖑𝖐𝖍𝖔𝖉𝖏𝖆 لمين بلخوجة 🎥🎬 📍Tunis 🇹🇳,108500,878,17,1100,0,0,0,0,0,27,https://www.influenceurs.tn/influencer/show/lamine_belkhodja,https://www.influenceurs.tn/uploads/lamine_belkhodja.jpg,influenceurs.tn,2026-03-17 16:44:20,,Nano
joelamrikani,Joelamrikani,TV Host,Joel Burtson American Living the Tunisian Dream Joelamrikani@gmail.com Official account of Joel FB page @TheRealJoelBurtson,340300,1900,104,0,0,0,0,0,0,27,https://www.influenceurs.tn/influencer/show/joelamrikani,https://www.influenceurs.tn/uploads/joelamrikani.jpg,influenceurs.tn,2026-03-17 16:18:02,,Nano
assewrbenmohamed,Assewrbenmohamed,Singer,,139300,873,139,0,0,0,0,0,0,27,https://www.influenceurs.tn/influencer/show/assewrbenmohamed,https://www.influenceurs.tn/uploads/assewrbenmohamed.jpg,influenceurs.tn,2026-03-17 16:35:45,,Nano
hela_melki_official,Hela melki official,Singer,"🇹🇳🎤📍🇺🇸 𝗜𝘁’𝘀 𝗮𝗹𝗹 𝗮𝗯𝗼𝘂𝘁 𝗟𝗼𝘃𝗲, 𝗛𝗮𝗽𝗽𝗶𝗻𝗲𝘀𝘀, 𝗪𝗶𝗹𝗹 & 𝗣𝗲𝗿𝘀𝗲𝘃𝗲𝗿𝗮𝗻𝗰𝗲.",126800,390,492,0,0,0,0,0,0,27,https://www.influenceurs.tn/influencer/show/hela_melki_official,https://www.influenceurs.tn/uploads/hela_melki_official.jpg,influenceurs.tn,2026-03-17 16:39:24,,Nano
malek.ben.saad,Malek.ben.saad,Humor,Malek Ben Saad Acteur(ice),321800,1100,48,131000,0,0,0,0,0,27,https://www.influenceurs.tn/influencer/show/malek.ben.saad,https://www.influenceurs.tn/uploads/malek.ben.saad.jpg,influenceurs.tn,2026-03-17 16:08:29,,Nano
amal_hachana,Amal hachana,Lifestyle,((رَبَّنَا آتِنَا فِي الدُّنْيَا حَسَنَةً وَفِي الآخِرَةِ حَسَنَةً وَقِنَا عَذَابَ النَّارِ)),101600,450,8,64500,0,0,0,0,0,27,https://www.influenceurs.tn/influencer/show/amal_hachana,https://www.influenceurs.tn/uploads/amal_hachana.jpg,influenceurs.tn,2026-03-17 16:29:58,,Nano
haithemjouini_officiel,Haithemjouini officiel,Sport,Official account ⭐️ International football player @ftf.tn @stadetunisien48,112000,981,215,0,0,0,0,0,0,27,https://www.influenceurs.tn/influencer/show/haithemjouini_officiel,https://www.influenceurs.tn/uploads/haithemjouini_officiel.jpg,influenceurs.tn,2026-03-17 16:43:48,,Nano
